iyear,imonth,iday,provstate,city,latitude,longitude,vicinity,summary,doubtterr,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,gname,individual,nperps,nperpcap,claimed,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,nkill,nwound,property,propextent,propextent_txt,propvalue,propcomment,scite1
2016,8,10,New York,Endicott,42.095085,-76.059599,0,"08/10/2016: An assailant set fire to a residence in Endicott, New York, United States. The offender placed gasoline-filled cans throughout the house as obstacles and spray-painted the anti-police message ""lie with pigs, fry like bacon"" on an exterior wall of the house before starting the blaze. The family sleeping inside the house escaped, and no injuries were reported. No group claimed responsibility; however, authorities arrested and charged firefighter Jason T. Stokes with starting the fire at his own house.",1,0,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,House,Unknown,1,1,1,0,8,Incendiary,20,Gasoline or Alcohol,0,0,1,3,Minor (likely < $1 million),-99,A house was damaged in this attack.,"""Some blamed 'BLM' for a house fire. Officials say it was started by the firefighter who lived there.,"" The Washington Post, December 9, 2016."
2016,8,13,New York,New York City,40.6794,-73.858592,0,"08/13/2016: Assailants opened fire on an Imam, Maulama Akonjee, and his assistant, Thara Uddin, in Queens, New York City, United States. Akonjee and Uddin were killed in the attack. No group claimed responsibility , though authorities arrested Oscar Morel in connection with the incident.",1,0,1,0,2,Armed Assault,15,Religious Figures/Institutions,85,Religious Figure,Unknown,Imam: Maulama Akonjee,Unknown,1,1,1,0,5,Firearms,5,Unknown Gun Type,2,0,0,,,,,"""Suspected Queens shooter of Imam and friend nabbed...,"" New York Daily News, August 17, 2016."
2016,8,20,Virginia,Roanoke,37.27097,-79.941427,0,"08/20/2016: An assailant stabbed and injured two civilians at an apartment complex in Roanoke, Virginia, United States.  The assailant was also injured in the attack. No group claimed responsibility for the incident; however, sources identified the assailant as Wasil Farooqui.",1,0,1,0,2,Armed Assault,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Unknown,1,1,1,0,9,Melee,23,Knife or Other Sharp Object,0,3,0,,,,,"""A U.S. IMMIGRANT SURVIVED A POSSIBLE TERROR ATTACK; IT MAY HAVE SAVED HIM FROM DEPORTATION,"" Newsweek, December 12, 2016."
2016,8,23,Massachusetts,Salem,42.521477,-70.895532,0,"08/23/2016: An explosive device detonated in a Rainbow Times newspaper box in Salem, Massachusetts, United States. There were no reported casualties in the blast. No group claimed responsibility for the incident.",0,0,1,0,3,Bombing/Explosion,10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Rainbow Times,Newspaper Box,Unknown,0,7,0,0,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,0,0,1,3,Minor (likely < $1 million),-99,A newspaper box was damaged in this attack.,"""Salem police investigating explosion of LGBT newspaper box,"" San Francisco Chronicle, August 25, 2016."
2016,9,2,Nevada,Las Vegas,36.197294,-115.131528,0,"09/02/2016: Assailants set fire to the Holy Trinity African Methodist Episcopal Church in Las Vegas, Nevada, United States. There were no reported casualties. No group claimed responsibility for the incident.",0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Holy Trinity African Methodist Episcopal Church,Church,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),-99,A church was damaged in this attack.,"""Arson suspected in North Las Vegas church fire,"" San Francisco Chronicle, September 3, 2016."
2016,9,12,Florida,Fort Pierce,27.374522,-80.337837,0,"09/12/2016: An assailant set fire to the Islamic Center mosque in Fort Pierce, Florida, United States. There were no reported casualties in the attack. Joseph Michael Schreiber was arrested and claimed responsibility for the incident.",0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Islamic Center of Fort Pierce,Mosque,Anti-Muslim extremists,1,1,1,1,8,Incendiary,18,Arson/Fire,0,0,1,4,Unknown,-99,A mosque was damaged in this attack.,"""Arrest Made in Arson at Mosque That the Orlando Nightclub Gunman Attended,"" The New York Times, September 15, 2016."
2016,9,16,Pennsylvania,Philadelphia,39.957495,-75.222965,0,"09/16/2016: An assailant shot and injured police sergeant Sylvia Young in Philadelphia, Pennsylvania, United States. When officers responded, the assailant proceeded to shoot at additional targets, including people sitting in a tavern and in a vehicle, and another police officer in an alley. The assailant and one civilian were killed and five people, including two police officers, were injured in the attack. Nicholas Glenn claimed responsibility for the incident and stated in a note left at the scene that he hated police officers.",1,0,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,Philadelphia City Police,Officer: Sergeant Sylvia Young,Anti-Police extremists,1,1,0,1,5,Firearms,2,Automatic Weapon,2,5,1,3,Minor (likely < $1 million),-99,A bar and a police car were damaged in this attack.,"""Hate drove gunman to shoot Philadelphia police - officials,"" Straits Times, September 17, 2016."
2016,9,17,New Jersey,Seaside Park,39.925457,-74.074757,0,"09/17/2016: An explosive device detonated in Seaside Park, New Jersey, United States. It is believed that the blast was targeting a military charity race but failed to cause any casualties as the race was late to begin. Ahmad Khan Rahami claimed responsibility for this incident and three similar bombings that occurred between September 17 and September 18, 2016 in New York and New Jersey. Sources suspected that Rahami may have been inspired by Abu Muhammad al Adnani, a spokesperson for the Islamic State of Iraq and the Levant (ISIL). Sources also noted that Rahami admired Osama bin Laden and Anwar al-Awlaki in his journal.",0,1,1,0,3,Bombing/Explosion,14,Private Citizens & Property,78,"Procession/Gathering (funeral, wedding, birthday, religious)",Seaside Semper Five Marine Corps Charity 5K,Charity Race,Jihadi-inspired extremists,1,1,1,1,6,Explosives/Bombs/Dynamite,12,Remote Trigger,0,0,1,3,Minor (likely < $1 million),-99,A garbage can was damaged in this attack.,"""Ahmad Khan Rahami: Blood-soaked journal shows New York bombing suspect was inspired by Isis; Journal cites call to 'attack the kuffar [disbelievers] in their backyard',"" The Independent, September 22, 2016."
2016,9,17,New York,New York City,40.743378,-73.993733,0,"09/17/2016: An explosive device detonated in the Chelsea neighborhood of Manhattan, New York City, United States. At least 29 people were injured in the blast. Ahmad Khan Rahami claimed responsibility for this incident and three similar bombings that occurred between September 17 and September 18, 2016 in New York and New Jersey. Sources suspected that Rahami may have been inspired by Abu Muhammad al Adnani, a spokesperson for the Islamic State of Iraq and the Levant (ISIL). Sources also noted that Rahami admired Osama bin Laden and Anwar al-Awlaki in his journal.",0,1,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Jihadi-inspired extremists,1,1,1,1,6,Explosives/Bombs/Dynamite,12,Remote Trigger,0,29,1,3,Minor (likely < $1 million),-99,A dumpster was damaged in this attack.,"""Ahmad Khan Rahami: Blood-soaked journal shows New York bombing suspect was inspired by Isis; Journal cites call to 'attack the kuffar [disbelievers] in their backyard',"" The Independent, September 22, 2016."
2016,9,17,New York,New York City,40.746111,-73.992576,0,"09/17/2016: Security forces discovered and defused an explosive device in the Chelsea neighborhood of Manhattan, New York City, United States. The device was discovered several blocks away from an explosion that occurred earlier the same day. Ahmad Khan Rahami claimed responsibility for this incident and three similar bombings that occurred between September 17 and September 18, 2016 in New York and New Jersey. Sources suspected that Rahami may have been inspired by Abu Muhammad al Adnani, a spokesperson for the Islamic State of Iraq and the Levant (ISIL). Sources also noted that Rahami admired Osama bin Laden and Anwar al-Awlaki in his journal.",0,1,0,0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Jihadi-inspired extremists,1,1,1,1,6,Explosives/Bombs/Dynamite,12,Remote Trigger,0,0,0,,,,,"""Ahmad Khan Rahami: Blood-soaked journal shows New York bombing suspect was inspired by Isis; Journal cites call to 'attack the kuffar [disbelievers] in their backyard',"" The Independent, September 22, 2016."
2016,9,17,Minnesota,St. Cloud,45.555575,-94.210178,0,"09/17/2016: An assailant stabbed and injured 10 people at the Crossroads Center shopping mall in St. Cloud, Minnesota, United States. The assailant, identified as Dahir Ahmed Adan, was shot and killed by a police officer. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident; however, Adan's connection to ISIL could not be confirmed.",0,0,1,0,2,Armed Assault,1,Business,7,Retail/Grocery/Bakery,Crossroads Center Shopping Mall,Shopping Mall,Jihadi-inspired extremists,1,1,0,0,9,Melee,23,Knife or Other Sharp Object,1,10,0,,,,,"""FBI head: Extremism apparent influence in Minnesota attack,"" The Associated Press, September 28, 2016."
2016,9,18,New Jersey,Elizabeth,40.666781,-74.215785,0,"09/18/2016: Security forces discovered and attempted to defuse five explosive devices near a train station in Elizabeth, New Jersey, United States. One device detonated but failed to cause any casualties. Ahmad Khan Rahami claimed responsibility for this incident and three similar bombings that occurred between September 17 and September 18, 2016 in New York and New Jersey. Sources suspected that Rahami may have been inspired by Abu Muhammad al Adnani, a spokesperson for the Islamic State of Iraq and the Levant (ISIL). Sources also noted that Rahami admired Osama bin Laden and Anwar al-Awlaki in his journal.",0,1,1,0,3,Bombing/Explosion,19,Transportation,100,Train/Train Tracks/Trolley,New Jersey Transit Corporation,Elizabeth Train Station,Jihadi-inspired extremists,1,1,1,1,6,Explosives/Bombs/Dynamite,12,Remote Trigger,0,0,1,3,Minor (likely < $1 million),-99,A bomb defusing robot was damaged in this attack.,"""Pipe Bombs Found Near Train Station in Elizabeth, N.J.,"" New York Times, September 19, 2016."
2016,9,24,Missouri,Kansas City,39.099432,-94.578029,0,"09/24/2016: Assailants set fire to the Islamic Center of Northland in Kansas City, Missouri, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Islamic Center of Northland,Mosque,Unknown,0,-99,0,0,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,0,0,1,3,Minor (likely < $1 million),-99,A mosque was damaged in this attack.,"""Arson Suspected At Northland Mosque Under Construction,"" KCUR 89.3 FM, September 25, 2016."
2016,10,3,Nebraska,Lincoln,40.846274,-96.700467,0,"10/03/2016: Assailants set fire to the Belmont Baptist Church in Belmont, Nebraska, United States. There were no reported casualties. This was one of two arson attacks targeting the church on this date. No group claimed responsibility for the incident.",0,1,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Belmont Baptist Church,Church,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),-99,A church was damaged in this attack.,"""Belmont Baptist holds service a week after arson attack,"" Channel 8 Eyewitness News, October 9, 2016."
2016,10,3,Nebraska,Lincoln,40.846244,-96.700429,0,"10/03/2016: Assailants set fire to the Belmont Baptist Church in Lincoln, Nebraska, United States. There were no reported casualties in the incident. This was one of two arson attacks targeting the same church on this date. No group claimed responsibility for the incidents.",0,1,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Belmont Baptist Church,Church,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),-99,A church was damaged in this attack.,"""Belmont Baptist holds service a week after arson attack,"" Channel 8 Eyewitness News, October 9, 2016."
2016,10,4,Indiana,Indianapolis,39.825657,-86.227067,0,"10/04/2016: An assailant opened fire on the Indianapolis Metropolitan Police Department northwest district headquarters in Indianapolis, Indiana, United States. There were no reported casualties in the assault. Authorities arrested an anti-white extremist, identified as Damoine A. Wilcoxson, in connection with the attack. Sources indicated that a note left at the scene declared ""war on white people,"" and that Wilcoxson made statements online calling for ""social justice and retribution.""",0,0,1,0,2,Armed Assault,3,Police,22,"Police Building (headquarters, station, school)",Indianapolis Metropolitan Police Department,Headquarters,Anti-White extremists,0,1,1,1,5,Firearms,2,Automatic Weapon,0,0,1,3,Minor (likely < $1 million),-99,A police station was damaged in this attack.,"""Suspected IMPD headquarters shooter charged with 3 counts attempted murder, criminal recklessness,"" Fox 59 (Indianapolis), December 8, 2016."
2016,10,9,Florida,Century,30.963733,-87.267362,0,"10/09/2016: Assailants set fire to Wesley Chapel Church in Century, Florida, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Wesley Chapel Church,Church,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,4,Unknown,-99,A church was damaged in this attack.,"""Arson suspected in Century church fire,"" PensacolaNewsJournal.com, October 10, 2016."
2016,10,13,Indiana,Indianapolis,39.826113,-86.227124,0,"10/13/2016: An assailant opened fire on the Indianapolis Metropolitan Police Department north district headquarters in Indianapolis, Indiana, United States. There were no reported casualties in the assault. Authorities arrested an anti-white extremist, identified as Damoine A. Wilcoxson, in connection with the attack. Sources indicated that a note left at the scene declared ""war on white people,"" and that Wilcoxson made statements online calling for ""social justice and retribution.""",0,0,1,0,2,Armed Assault,3,Police,22,"Police Building (headquarters, station, school)",Indianapolis Metropolitan Police Department,Headquarter,Anti-White extremists,1,1,1,1,5,Firearms,2,Automatic Weapon,0,0,1,3,Minor (likely < $1 million),-99,A police station was damaged in this attack.,"""Suspected IMPD headquarters shooter charged with 3 counts attempted murder, criminal recklessness,"" Fox 59 (Indianapolis), December 8, 2016."
2016,10,15,Iowa,Reasnor,41.578663,-93.022688,0,"10/15/2016: Assailants set fire to construction equipment for the Dakota Access oil pipeline in Reasnor, Iowa, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,0,1,0,7,Facility/Infrastructure Attack,1,Business,1,Gas/Oil,Dakota Access LLC,Oil Pipeline Construction Equipment,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,2,Major (likely > $1 million but < $1 billion),2000000,Oil pipeline construction equipment was damaged in this attack.,"""Dakota Access pipeline equipment fire called arson,"" UPI, October 18, 2016."
2016,10,16,North Carolina,Hillsborough,36.060668,-79.101578,0,"10/16/2016: Assailants threw a Molotov cocktail targeting a Republican Party (GOP) office in Hillsborough, North Carolina, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources noted that the assailants spray-painted ""Nazi Republicans leave town or else"" on the building.",0,0,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,84,Political Party Member/Rally,Republican Party (GOP),Office,Unknown,0,-99,0,0,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,0,0,1,3,Minor (likely < $1 million),-99,A political office was damaged in this attack.,"""North Carolina G.O.P. Building Is Firebombed,"" The New York Times, October 17, 2016."
2016,11,23,New Mexico,Albuquerque,35.083511,-106.586552,0,"11/23/2016: Assailants set fire to a Project Defending Life office in Albuquerque, New Mexico, United States. No casualties were reported in the attack. No group claimed responsibility for the incident.",0,0,1,0,7,Facility/Infrastructure Attack,1,Business,6,Medical/Pharmaceutical,Project Defending Life,Pro-Life Pregnancy Center,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),-99,An office was damaged in this attack.,"""Man Pulls a Knife on Pro-Life People Offering Abortion Alternatives Outside a Planned Parenthood,"" LifeNews.com, February 24, 2017."
2016,11,25,Washington,Tacoma,47.154901,-122.368098,0,"11/25/2016: Assailants set fire to Our Savior Lutheran Church in Tacoma, Washington, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Our Savior Lutheran Church,Church,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),-99,A church was damaged in this attack.,"""Tacoma church badly damaged by suspected arsonist,"" Q13 Fox, November 26, 2016."
2016,11,28,Ohio,Columbus,40.00329,-83.011421,0,"11/28/2016: An assailant rammed his vehicle into a group of students and stabbed bystanders at Ohio State University in Columbus, Ohio, United States. At least 11 people were injured before a nearby police officer shot and killed the assailant. The victim, identified as Abdul Razak Ali Artan, wrote on his Facebook page prior to the attack, ""If you want us Muslims to stop carrying lone wolf attacks, then make peace with the Islamic State group."" The Islamic State of Iraq and the Levant (ISIL) also claimed responsibility for the incident; however, Artan's connection to ISIL could not be confirmed.",0,0,1,0,2,Armed Assault,14,Private Citizens & Property,70,Student,Ohio State University,Students,Jihadi-inspired extremists,1,1,0,1,9,Melee,23,Knife or Other Sharp Object,1,11,0,,,,,"""Ohio State University attack: Suspect dead and nine injured,"" BBC, November 28, 2016."
2016,12,4,District of Columbia,Washington,38.955943,-77.069984,0,"12/04/2016: An assailant opened fire inside Comet Ping Pong restaurant in Washington, District of Columbia, United States. There were no reported casualties, and the assailant was arrested at the scene. The assailant, identified as Edgar M. Welch, stated that he targeted Comet Ping Pong because he suspected that the human trafficking of children was occurring at the restaurant.",0,0,0,0,2,Armed Assault,1,Business,2,Restaurant/Bar/Café,Comet Ping Pong,Restaurant,Unknown,1,1,1,1,5,Firearms,2,Automatic Weapon,0,0,1,3,Minor (likely < $1 million),5744,"A computer system, a ping pong table, and locks were damaged in this attack.","""The Comet Ping Pong Gunman Answers Our Reporter's Questions,"" The New York Times, December 7, 2016."
2016,12,7,California,Redlands,34.053546,-117.181537,0,"12/07/2016: Assailants set fire to First Baptist Church in Redlands, California, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,First Baptist Church,Church,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),2000,A church was damaged in this attack.,"""Arson investigators probe series of fires at local church,"" PublicNow.com, December 8, 2016."
2016,12,15,Texas,Dallas,32.776664,-96.796988,0,"12/15/2016: An assailant sent a message via Twitter to Kurt Eichenwald, a Newsweek journalist, in Dallas, Texas, United States. The message contained the text ""You deserve a seizure for your posts"" and a GIF image of a strobe. Eichenwald, who has epilepsy, suffered a seizure and was incapacitated for several days. No group claimed responsibility for the incident; however, authorities arrested John Rayne Rivello in connection with the attack.",0,0,0,0,1,Assassination,10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Newsweek,Journalist: Kurt Eichenwald,Anti-Semitic extremists,1,1,1,0,12,Other,,,0,1,0,,,,,"""A Tweet to Kurt Eichenwald, a Strobe and a Seizure. Now, an Arrest.,"" The New York Times, March 17, 2017."
